query,match,kingdom,phylum,class,order,family,genus,species
EUSF01954,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF00624,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF01330,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF00657,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF00622,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF00647,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF00629,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF00841,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF00696,Xylaria_laevis|AB701366|SH195008.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_laevis
EUSF00880,Plectania_rhytidia|KF128871|SH193885.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,Plectania_rhytidia
EUSF01021,Claussenomyces_sp|KY689630|SH643228.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,Claussenomyces_sp
EUSF01408,Alternaria_betae-kenyensis|KP124419|SH603153.07FU|refs_singleton,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_betae-kenyensis
EUSF00676,Colletotrichum_brassicicola|JQ005172|SH357217.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Hypocreomycetidae_ord_Incertae_sedis,Glomerellaceae,Colletotrichum,Colletotrichum_brassicicola
EUSF00937,Epicoccum_nigrum|FJ426996|SH117088.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Epicoccum,Epicoccum_nigrum
EUSF00682,Gibberella_tricincta|AB587028|SH219674.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella_tricincta
EUSF01924,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF00562,Trichophaea_hybrida|HM123277|SH206109.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,Trichophaea_hybrida
EUSF00935,Trichophaea_hybrida|HM123277|SH206109.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,Trichophaea_hybrida
EUSF01450,Trichophaea_hybrida|HM123277|SH206109.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,Trichophaea_hybrida
EUSF00536,Trichophaea_hybrida|HM123277|SH206109.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,Trichophaea_hybrida
EUSF01416,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF00649,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01545,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01540,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01614,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01112,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01543,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01624,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF00989,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01180,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01626,Sordariomycetes_sp|JF502457|SH200804.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF00982,Sordariomycetes_sp|HM535391|SH177636.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF00666,Sordariomycetes_sp|HM535391|SH177636.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF00655,Sordariomycetes_sp|HM535391|SH177636.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01002,Sordariomycetes_sp|JQ761444|SH193386.07FU|reps,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
EUSF01005,Gyromitra_infula|UDB015725|SH215781.07FU|refs,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Gyromitra,Gyromitra_infula
EUSF01242,Diaporthe_cotoneastri|FJ889450|SH099216.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cotoneastri
EUSF00703,Cryptosporiopsis_brunnea|AF149074|SH201603.07FU|refs,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,Cryptosporiopsis_brunnea
EUSF00710,Cryptosporiopsis_brunnea|AF149074|SH201603.07FU|refs,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,Cryptosporiopsis_brunnea
EUSF00664,Ascomycota_sp|HM123367|SH189289.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF00620,Ascomycota_sp|HM123367|SH189289.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01915,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01909,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01855,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01938,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01932,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01940,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01906,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01968,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01910,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01955,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01935,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01864,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01913,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01944,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01972,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01880,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01853,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01914,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01904,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01912,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01933,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01966,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01622,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01609,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01594,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01590,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01400,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01227,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01221,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01186,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01182,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01174,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01165,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01162,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01159,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01158,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01155,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01153,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01132,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01130,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01129,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01120,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01119,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01116,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01114,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01108,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01107,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01106,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01103,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01102,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01098,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01097,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01090,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01040,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00811,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00591,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00554,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00550,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00549,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00548,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00539,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00538,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00537,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00534,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00521,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00519,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00516,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01620,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01383,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01224,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01214,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01203,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01199,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01196,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01187,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01185,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01184,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01183,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00881,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00852,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00808,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01313,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01193,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01175,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01154,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01149,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01138,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01135,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01124,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01117,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00748,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01537,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01395,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01156,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01150,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01147,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01145,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01140,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00753,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF00557,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01683,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01600,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01345,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01304,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01033,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01031,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01628,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01605,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
EUSF01592,Cladosporium_ramotenellum|EF679384|SH079312.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_ramotenellum
